A_x [g],A_y [g],A_z [g],G_x [mdps],G_y [mdps],G_z [mdps]
-0.369294,0.162870,-0.577182,-700.000000,420.000000,140.000000
-0.363072,0.150304,-0.623664,-560.000000,280.000000,-140.000000
-0.348920,0.121268,-0.602802,-560.000000,140.000000,-420.000000
-0.306708,0.096380,-0.548512,-560.000000,0.000000,-420.000000
-0.237046,0.086254,-0.496662,-560.000000,140.000000,-280.000000
-0.182024,0.080154,-0.484340,-700.000000,280.000000,-140.000000
-0.153598,0.072102,-0.510326,-840.000000,560.000000,-140.000000
-0.126758,0.066734,-0.520696,-700.000000,560.000000,0.000000
-0.106140,0.043676,-0.531432,-560.000000,420.000000,0.000000
-0.081740,0.008784,-0.544486,-420.000000,280.000000,0.000000
-0.047824,-0.029158,-0.544730,-420.000000,140.000000,0.000000
-0.004636,-0.073444,-0.547414,-420.000000,140.000000,0.000000
0.010858,-0.144570,-0.573888,-560.000000,140.000000,140.000000
0.029036,-0.185318,-0.543876,-700.000000,140.000000,0.000000
0.056730,-0.171288,-0.485072,-700.000000,140.000000,0.000000
0.098820,-0.169580,-0.446276,-700.000000,0.000000,-140.000000
0.165920,-0.174094,-0.405284,-700.000000,0.000000,-280.000000
0.218258,-0.177998,-0.362096,-700.000000,0.000000,-420.000000
0.250710,-0.195322,-0.329644,-840.000000,140.000000,-420.000000
0.271450,-0.218868,-0.310734,-980.000000,420.000000,-140.000000
0.286578,-0.241316,-0.283772,-980.000000,560.000000,0.000000
0.275354,-0.269254,-0.321714,-840.000000,420.000000,0.000000
0.307562,-0.293288,-0.203252,-840.000000,280.000000,0.000000
0.341722,-0.309026,-0.130174,-840.000000,280.000000,0.000000
0.372954,-0.336476,-0.130052,-980.000000,280.000000,-140.000000
0.396378,-0.404430,-0.059048,-980.000000,280.000000,-140.000000
0.382592,-0.423950,-0.010980,-840.000000,280.000000,-140.000000
0.364048,-0.446032,-0.061244,-700.000000,280.000000,0.000000
0.332328,-0.488976,-0.064782,-560.000000,0.000000,0.000000
0.402112,-0.502762,0.067954,-420.000000,-140.000000,0.000000
0.534482,-0.529968,0.111752,-420.000000,-140.000000,0.000000
0.641110,-0.549610,0.127734,-560.000000,0.000000,140.000000
0.659654,-0.551440,0.161284,-700.000000,0.000000,140.000000
0.620980,-0.539362,0.223016,-700.000000,0.000000,140.000000
0.594140,-0.539850,0.298046,-700.000000,0.000000,140.000000
0.601948,-0.550952,0.388082,-560.000000,140.000000,0.000000
0.657092,-0.570350,0.482510,-560.000000,280.000000,-140.000000
0.732122,-0.604144,0.570716,-420.000000,140.000000,-280.000000
0.798490,-0.656116,0.663558,-560.000000,140.000000,-420.000000
0.845216,-0.718580,0.736148,-840.000000,0.000000,-280.000000
0.872422,-0.789584,0.793732,-1120.000000,140.000000,-140.000000
0.879376,-0.862418,0.821426,-1260.000000,140.000000,0.000000
0.873276,-0.908900,0.866444,-1260.000000,280.000000,0.000000
0.856318,-0.954284,0.911340,-1260.000000,280.000000,-140.000000
0.843996,-0.982222,0.986492,-980.000000,140.000000,-140.000000
0.846070,-1.011380,1.053470,-840.000000,140.000000,-140.000000
0.862296,-1.021384,1.160830,-840.000000,280.000000,-140.000000
0.883158,-1.021628,1.241228,-980.000000,420.000000,-280.000000
0.890966,-1.017236,1.323944,-1120.000000,280.000000,-280.000000
0.898530,-1.036756,1.371280,-840.000000,0.000000,-140.000000
0.912804,-1.053592,1.408246,-420.000000,-280.000000,140.000000
0.872178,-0.997106,1.441308,-140.000000,-280.000000,280.000000
0.837530,-0.983076,1.458998,-140.000000,-280.000000,140.000000
0.843386,-1.026630,1.461438,-560.000000,-140.000000,0.000000
0.846436,-1.070672,1.471686,-840.000000,140.000000,0.000000
0.818132,-1.094828,1.482178,-1120.000000,280.000000,140.000000
0.779214,-1.121668,1.494012,-1120.000000,280.000000,140.000000
0.739076,-1.155828,1.507676,-980.000000,140.000000,140.000000
0.704062,-1.198040,1.520852,-840.000000,0.000000,0.000000
0.672464,-1.240496,1.536712,-560.000000,0.000000,-140.000000
0.645990,-1.289174,1.563796,-420.000000,140.000000,-140.000000
0.617442,-1.344196,1.589050,-420.000000,280.000000,0.000000
0.590358,-1.401780,1.620770,-420.000000,280.000000,140.000000
0.566080,-1.459486,1.658590,-420.000000,140.000000,0.000000
0.545218,-1.519632,1.692262,-560.000000,140.000000,-140.000000
0.530090,-1.568188,1.718614,-700.000000,140.000000,-140.000000
0.520818,-1.599664,1.741916,-840.000000,140.000000,-140.000000
0.510570,-1.614914,1.768268,-840.000000,280.000000,-140.000000
0.495930,-1.617476,1.783762,-840.000000,280.000000,-280.000000
0.477630,-1.608814,1.798402,-840.000000,280.000000,-140.000000
0.450302,-1.590392,1.812188,-980.000000,280.000000,-140.000000
0.408334,-1.566724,1.820362,-1120.000000,280.000000,0.000000
0.362340,-1.534760,1.846592,-1120.000000,280.000000,0.000000
0.296094,-1.496452,1.868796,-1120.000000,140.000000,0.000000
0.232044,-1.461072,1.899296,-980.000000,-140.000000,0.000000
0.180072,-1.429840,1.943948,-840.000000,-280.000000,0.000000
0.163358,-1.419226,1.976034,-700.000000,-280.000000,0.000000
0.251564,-1.500966,1.959076,-700.000000,0.000000,-140.000000
0.045262,-1.352980,1.971154,-700.000000,280.000000,-140.000000
-0.000122,-1.337608,2.023492,-700.000000,140.000000,0.000000
-0.046970,-1.323212,2.129998,-560.000000,-140.000000,0.000000
-0.108580,-1.302472,2.221254,-560.000000,-280.000000,0.000000
-0.150304,-1.308572,2.277130,-420.000000,-140.000000,0.000000
-0.178852,-1.315892,2.324710,-420.000000,0.000000,0.000000
-0.193370,-1.336022,2.357894,-280.000000,0.000000,0.000000
-0.204350,-1.355786,2.366678,-420.000000,140.000000,0.000000
-0.208498,-1.370792,2.392298,-560.000000,140.000000,-140.000000
-0.213012,-1.373720,2.425970,-700.000000,140.000000,0.000000
-0.226066,-1.361520,2.465620,-700.000000,140.000000,0.000000
