A_x [g],A_y [g],A_z [g],G_x [mdps],G_y [mdps],G_z [mdps]
0.554856,-0.101992,0.686128,,,
0.550952,-0.104432,0.685640,,,
0.549488,-0.107360,0.688568,,,
0.552416,-0.102480,0.686128,,,
0.551928,-0.105896,0.687592,,,
0.549488,-0.107360,0.689544,,,
0.550952,-0.105408,0.692472,,,
0.552904,-0.109800,0.693936,,,
0.552416,-0.115656,0.688568,,,
0.554368,-0.112728,0.690520,,,
0.552904,-0.111752,0.696376,,,
0.550952,-0.109800,0.692960,,,
0.550952,-0.112728,0.684664,,,
0.552416,-0.110776,0.687104,,,
0.557296,-0.112728,0.692960,,,
0.553880,-0.119560,0.688568,,,
0.549000,-0.115656,0.694424,,,
0.555344,-0.116632,0.694912,,,
0.549976,-0.120048,0.690520,,,
0.549000,-0.117608,0.688568,,,
0.549000,-0.118096,0.687592,,,
0.550464,-0.118584,0.688568,,,
0.551440,-0.123464,0.681736,,,
0.549488,-0.119560,0.686616,,,
0.556320,-0.114680,0.689056,,,
0.546560,-0.122000,0.685152,,,
0.549488,-0.121512,0.687104,,,
0.551928,-0.121024,0.694912,,,
0.547048,-0.120536,0.691984,,,
0.543632,-0.116632,0.686128,,,
0.544120,-0.119072,0.684664,,,
0.545584,-0.121024,0.682224,,,
0.544608,-0.125904,0.680760,,,
0.549488,-0.122488,0.682712,,,
0.547048,-0.119072,0.680272,,,
0.551440,-0.120536,0.678808,,,
0.548024,-0.117608,0.684176,,,
0.542656,-0.112240,0.686128,,,
0.546072,-0.110776,0.680272,,,
0.549488,-0.110288,0.679784,,,
0.545096,-0.111264,0.681736,,,
0.543144,-0.114192,0.677832,,,
0.548512,-0.113216,0.684664,,,
0.551440,-0.108336,0.686616,,,
0.550952,-0.107360,0.680272,,,
0.550464,-0.114680,0.680272,,,
0.556320,-0.109312,0.682224,,,
0.554856,-0.105896,0.679784,,,
0.554368,-0.107360,0.682224,,,
0.563152,-0.103944,0.682712,,,
0.562176,-0.097112,0.682712,,,
0.564128,-0.096624,0.687592,,,
0.569496,-0.093696,0.686128,,,
0.568032,-0.090280,0.687592,,,
0.569984,-0.089792,0.690520,,,
0.573400,-0.083448,0.691496,,,
0.579744,-0.080032,0.692960,,,
0.582672,-0.079056,0.695400,,,
0.587552,-0.075640,0.692472,,,
0.588040,-0.072712,0.691984,,,
0.586576,-0.071736,0.695888,,,
0.589504,-0.067344,0.694424,,,
0.594384,-0.065880,0.697840,,,
0.593408,-0.070272,0.697840,,,
0.588040,-0.064904,0.699304,,,
0.592920,-0.067832,0.694424,,,
0.593896,-0.069296,0.691984,,,
0.592432,-0.065392,0.693448,,,
0.589016,-0.066368,0.690520,,,
0.587552,-0.065880,0.688080,,,
0.589016,-0.069296,0.684664,,,
0.588528,-0.068808,0.687104,,,
0.589992,-0.066856,0.684664,,,
0.587552,-0.066856,0.683200,,,
0.583648,-0.070760,0.676368,,,
0.586088,-0.070272,0.674904,,,
0.581696,-0.068808,0.673440,,,
0.581208,-0.070760,0.668072,,,
0.580720,-0.073688,0.668072,,,
0.576816,-0.071248,0.667584,,,
0.574864,-0.067344,0.667584,,,
0.571448,-0.067344,0.664168,,,
0.569984,-0.070760,0.662704,,,
0.573400,-0.071248,0.663680,,,
0.572912,-0.075152,0.659776,,,
0.569984,-0.076616,0.656360,,,
0.572424,-0.074664,0.652944,,,
0.566568,-0.069784,0.651480,,,
0.560224,-0.065392,0.650504,,,
0.558272,-0.069296,0.646600,,,
0.561200,-0.070760,0.645136,,,
0.557296,-0.066368,0.641720,,,
0.555344,-0.067344,0.640256,,,
